rating,title,year
6.7,Secretary,2002
8.5,Sen to Chihiro no kamikakushi,2001
7.2,The Trials of Henry Kissinger,2002
5.2,Sweet Home Alabama,2002
4.4,The Tuxedo,2002
0,Charlie and the Chocolate Factory,2005
5.3,Crazy as Hell,2002
7.4,Ae Fond Kiss...,2004
6.4,Moonlight Mile,2002
6.8,Shanghai Ghetto,2002
5.9,Skins,2002
5.1,Wasabi,2001
5.8,Jonah: A VeggieTales Movie,2002
6.4,Red Dragon,2002
4.3,Between Strangers,2002
7.9,Bloody Sunday,2002
6.7,Heaven,2002
6.4,Pipe Dream,2002
5.9,The Man from Elysian Fields,2001
5.9,Welcome to Collinwood,2002
7.4,Flirting with Disaster,1996
6.7,Mosura tai Gojira,1964
4.8,Gojira-Minira-Gabara: Oru kaijû daishingeki,1969
6.9,"Godzilla, King of the Monsters!",1956
8.9,Modern Times,1936
8.2,The Onion Field,1979
6.8,Powaqqatsi,1988
7.4,The Pride of the Yankees,1942
5.6,Texasville,1990
7.7,Dangerous Liaisons,1988
0,Ernest Goes to Africa,1997
3,Ernest in the Army,1998
7.5,Dracula,1958
6.5,The Adventures of Bob & Doug McKenzie: Strange Brew,1983
5.3,The Incredible Mr. Limpet,1964
5.7,Sukiyaki Western Django,2007
4.8,The Fan,1996
6.1,Festival in Cannes,2001
4.9,Flashback,1990
4.8,Hanky Panky,1982
7.7,The Rocking Horse Winner,1949
7.2,Seance on a Wet Afternoon,1964
5,Shamus,1973
0,The Wrong Guy,1997
6.5,Eight Below,2006
6.2,Brown Sugar,2002
4.3,Knockaround Guys,2001
5.3,The Rules of Attraction,2002
6.3,Tuck Everlasting,2002
6.5,White Oleander,2002
8.2,Bowling for Columbine,2002
6.8,Comedian,2002
7,Le bossu,1997
3.5,Pokémon 4Ever,2002
7.4,Punch-Drunk Love,2002
2.8,Swept Away,2002
4,The Young Unknowns,2000
4.3,Abandon,2002
4.3,The 51st State,2001
6.6,The Ring,2002
6.7,Auto Focus,2002
7.4,La faute à Fidel!,2006
7,The Grey Zone,2001
3.2,Hansel & Gretel,2002
5.8,Naqoyqatsi,2002
6.8,Real Women Have Curves,2002
7.8,Russkiy kovcheg,2002
6.8,Goyangileul butaghae,2001
6.9,Tully,2000
5.2,Billy Bathgate,1991
8.9,Hotaru no haka,1988
4.1,Jason Goes to Hell: The Final Friday,1993
0,The Mechanic,1972
7.4,Saturday Night Fever,1977
3,Stay Alive,2006
4,To the Devil a Daughter,1976
6.5,Urban Cowboy,1980
4.6,Terror Train,1980
0,Times Square,1980
0,Tom Horn,1980
0,Up the Academy,1980
0,When Time Ran Out...,1980
0,Wholly Moses!,1980
4.5,Xanadu,1980
0,...All the Marbles,1981
6.6,Absence of Malice,1981
0,All Night Long,1962
3.9,The Moguls,2005
0,Banana Joe,1982
0,Die bleierne Zeit,1981
7.5,Blow Out,1981
5.4,Buddy,1997
6.8,Burn After Reading,2008
4.8,The Butterfly Effect,2004
0,Cannibal ferox,1981
0,Carbon Copy,1981
5.5,Charlie Chan and the Curse of the Dragon Queen,1981
5.6,The Chosen,1981
0,The Goat,1921
6.2,Continental Divide,1981
0,The Creature Wasn't Nice,1983
0,Czlowiek z zelaza,1981
6.2,Dead & Buried,1981
4.4,Deadly Blessing,1981
0,Death Hunt,1981
3.9,Endless Love,1981
0,Enter the Ninja,1981
0,The Entity,1981
6.5,Eye of the Needle,1981
0,Eyewitness,1970
0,Faces of Death II,1981
0,Faces of Death III,1985
0,Faces of Death IV,1990
0,Faces of Death V,1995
0,Faces of Death VI,1996
2.6,Faces of Death: Fact or Fiction?,1999
7.7,La femme d'à côté,1981
0,First Monday in October,1981
6.6,Fort Apache the Bronx,1981
6.9,Four Friends,1981
7.9,Händler der vier Jahreszeiten,1971
5.1,Galaxy of Terror,1981
7.4,Gallipoli,1981
7.8,Sien nui yau wan,1987
0,Going Ape!,1981
7.7,Gregory's Girl,1981
0,Göta kanal eller Vem drog ur proppen?,1981
8.8,Cool Hand Luke,1967
5.2,Happy Birthday to Me,1981
1.6,Heartbeeps,1981
0,"Ladies and Gentlemen, the Fabulous Stains",1982
0,Lady Chatterley's Lover,1981
0,The Legend of the Lone Ranger,1981
5.8,Lili Marleen,1981
8.1,Lola,1981
4.4,Looker,1981
0,"Looney, Looney, Looney Bugs Bunny Movie",1981
0,"I, Madman",1989
0,Mis,1981
0,Modern Problems,1981
6.4,Modern Romance,1981
6.9,Ms. 45,1981
5.7,My Bloody Valentine,2009
7.1,My Dinner with Andre,1981
7,Your Friends & Neighbors,1998
0,Night of the Zombies,1981
0,The Night the Lights Went Out in Georgia,1981
4.9,Only When I Laugh,1981
7,Pennies from Heaven,1981
8.2,Five Easy Pieces,1970
3.4,Piranha Part Two: The Spawning,1981
7.1,Polyester,1981
2.7,Private Lessons,1981
0,Le professionnel,1981
6.7,Derrida,2002
3.8,Ghost Ship,2002
5.1,Jackass: The Movie,2002
5.8,Paid in Full,2002
4.8,The Truth About Charlie,2002
7.1,All or Nothing,2002
3.3,All the Queen's Men,2001
5.3,Food of Love,2002
6.9,Frida,2002
7.4,Roger Dodger,2002
3.9,Time Changer,2002
7.6,Beau travail,1999
0,The Big Knife,1955
7.8,Casino Royale,2006
6.5,The Company of Wolves,1984
0,Escanaba in da Moonlight,2001
6,Exodus,1960
5.9,How to Murder Your Wife,1965
6.8,The Russians Are Coming the Russians Are Coming,1966
7.6,The World of Henry Orient,1964
0,I Spy,2002
5.6,The Santa Clause 2,2002
6.8,Takhté siah,2000
4.2,Love in the Time of Money,2002
5.1,The Weight of Water,2000
5.4,Femme Fatale,2002
6.7,8 Mile,2002
6.1,Tout près des étoiles: Les danseurs de l'Opéra de Paris,2001
8.1,Far from Heaven,2002
4.5,"Dieu est grand, je suis toute petite",2001
4.3,The Rising Place,2001
7.1,Harry Potter and the Chamber of Secrets,2002
6.4,Ararat,2002
6.2,El crimen del padre Amaro,2002
6.5,Interview with the Assassin,2002
7.5,Standing in the Shadows of Motown,2002
6.6,Jibeuro,2002
0,Acción mutante,1993
0,Eyes of an Angel,1991
0,Liberty Stands Still,2002
8.7,The Life and Death of Colonel Blimp,1943
6.7,Rio Grande,1950
8.2,Bad Day at Black Rock,1955
5.6,Men with Brooms,2002
6.2,Mysterious Island,1961
0,Soul Assassin,2001
0,Left Behind II: Tribulation Force,2002
6.8,Dog Soldiers,2002
8.4,Goldfinger,1964
5.5,Houseboat,1958
0,Legion of the Dead,2005
6.4,Madame Bovary,1991
7.5,La gloire de mon père,1990
7.4,Le château de ma mère,1990
1.9,Return to the Blue Lagoon,1991
0,Trop belle pour toi,1989
4.4,Toy Soldiers,1991
0,The Prowler,1981
0,The Pursuit of D.B. Cooper,1981
6.5,Raggedy Man,1981
7.3,Ragtime,1981
4.9,Rich and Famous,1981
0,Rollover,1981
3.4,Saturday the 14th,1981
6.8,Scanners,1981
6.2,Sharky's Machine,1981
5.3,Shock Treatment,1981
0,Sjecas li se Dolly Bell,1981
0,So Fine,1981
0,La soupe aux choux,1981
6.7,Southern Comfort,1981
0,Sphinx,1981
0,Storie di ordinaria follia,1981
3.2,Student Bodies,1981
0,Take This Job and Shove It,1981
7.8,Tarzan the Ape Man,1932
6.5,Tattoo,2002
5.2,They All Laughed,1981
8.1,The Thief of Bagdad,1924
0,Elvis,1979
7.5,True Confessions,1981
6.5,Revolution #9,2001
6.1,Die Another Day,2002
5.8,The Emperor's Club,2002
4.1,Friday After Next,2002
6.5,Personal Velocity: Three Portraits,2002
7.7,The Quiet American,2002
0,Hable con ella,2002
3.1,Eight Crazy Nights,2002
2.9,Extreme Ops,2002
8.3,Solyaris,1972
6.5,Treasure Planet,2002
4.2,They,2002
0,Chrome Hearts,1989
5.6,"Was tun, wenn's brennt?",2001
0,Ik ook van jou,2001
3,Another You,1991
8,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
7.1,Elling,2001
4.9,Day of the Woman,1978
0,The Island at the Top of the World,1974
7.8,The Last Seduction,1994
6.8,Contact,1997
7.4,New Waterford Girl,1999
0,Das Arche Noah Prinzip,1984
6.8,The Sword and the Sorcerer,1982
7.2,Zulu,1964
4.8,Analyze That,2002
4.4,Empire,2002
8.2,Adaptation.,2002
4.8,Equilibrium,2002
7.2,Ça commence aujourd'hui,1999
4.9,Madea Goes to Jail,2009
5.6,Bijitâ Q,2001
0,Urgh! A Music War,1981
0,Vabank,1981
0,Varning för Jönssonligan,1981
7.9,"Vernon, Florida",1981
5.7,Victory,1981
5.9,Whose Life Is It Anyway?,1981
0,Zoot Suit,1981
1.7,Alone in the Dark,2005
0,Android Apocalypse,2006
0,Attack Force Z,1982
0,Author! Author!,1982
0,Barbarosa,1982
0,The Beast Within,1982
6.5,My Best Friend's Wedding,1997
5.1,The Best Little Whorehouse in Texas,1982
6.7,The Border,1982
0,Brimstone & Treacle,1982
6.8,Britannia Hospital,1982
8.6,Burden of Dreams,1982
6.2,Cannery Row,1982
5.9,Class of 1984,1982
0,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982
7.7,Danton,1983
6.1,Deathtrap,1982
0,Dünyayi kurtaran adam,1982
6.7,Eating Raoul,1982
6.7,Drumline,2002
3.8,The Hot Chick,2002
5.1,Maid in Manhattan,2002
5.2,Star Trek: Nemesis,2002
7.7,About Schmidt,2002
7.2,El Bola,2000
6.1,Evelyn,2002
6.5,Intacto,2001
5,The Jimmy Show,2001
7,Morvern Callar,2002
8.4,The Lord of the Rings: The Two Towers,2002
6.8,Guizi lai le,2000
7.1,25th Hour,2002
6.9,Antwone Fisher,2002
7.1,Gangs of New York,2002
5.2,Two Weeks Notice,2002
6.6,The Wild Thornberrys Movie,2002
7.1,Narc,2002
6.1,Bad Influence,1990
5.9,Blue Steel,1989
2.7,Body of Evidence,1993
7.2,The Children's Hour,1961
5.8,The Business,2005
7.3,The Duellists,1977
0,A Kiss Before Dying,1956
6.5,Miami Blues,1990
5.3,My Girl,1991
5.3,My Girl,1991
8.1,Tonari no Totoro,1988
0,The Road to Hong Kong,1962
0,Running Time,1997
8.1,The Thief of Bagdad,1924
5,War and Peace,1956
6.1,Stay,2006
7.4,Where's Poppa?,1970
7.6,The Whistle Blower,1987
0,Attack of the Crab Monsters,1957
0,Black Christmas,2006
6.5,The Day of the Triffids,1962
5.5,Esther Kahn,2000
7,Invaders from Mars,1953
0,Histoire d'O,1975
7.6,Asoka,2001
8.6,Fat City,1972
4.2,"Love, Honour and Obey",2000
3.1,Quicksilver,1986
7.9,Catch Me If You Can,2002
9,Pinocchio,1940
7.4,The Hours,2002
6.4,Max,2002
6.8,Nicholas Nickleby,2002
8.2,The Pianist,2002
4.2,Sonny,2002
0,Champagne for Caesar,1950
0,Doppelgänger,1969
3.7,Heavy Metal 2000,2000
0,La casa sperduta nel parco,1980
8.3,The King of Comedy,1982
5.9,Love Liza,2002
7.3,Vale Abraão,1993
6.8,Blue Collar Comedy Tour: The Movie,2003
0,Just Married,2003
4.2,P.S. Your Cat Is Dead!,2002
0,Le fils,2002
5.4,Hyôryû-gai,2000
4.5,Double Whammy,2001
0,WiseGirls,2002
4.1,A Guy Thing,2003
0,Kangaroo Jack,2003
3.3,National Security,2003
4.7,Da wan,2001
8.3,Cidade de Deus,2002
7.2,Yadon ilaheyya,2002
5.7,En kærlighedshistorie,2001
7.9,Indagine su un cittadino al di sopra di ogni sospetto,1970
7.8,Alice Adams,1935
7.2,Der amerikanische Freund,1977
6.8,American Me,1992
7.9,Bande à part,1964
5,The Break-Up,2006
5.7,CB4,1993
0,Der Totmacher,1995
6.8,Dogfight,1991
4.9,Girls! Girls! Girls!,1962
7.4,Imitation of Life,1959
6.7,A Little Romance,1979
4.7,Mystery Date,1991
8.6,Pépé le Moko,1937
4.1,Secret Admirer,1985
0,Summer Lovers,1982
6,Tune in Tomorrow...,1990
4.3,The Woman in Red,1984
3.2,Darkness Falls,2003
6.3,Amen.,2002
7.3,Im toten Winkel - Hitlers Sekretärin,2002
8,Im Spiegel der Maya Deren,2002
4.1,Blind Date,1987
0,Love and a Bullet,2002
6.2,Dead Reckoning,1947
0,The Devil at 4 O'Clock,1961
5.7,Ethan Frome,1993
8,Milk,2008
7.6,The Harder They Come,1972
0,The Horse in the Gray Flannel Suit,1968
0,Krush Groove,1985
0,The Moon-Spinners,1964
5.1,Sugar Hill,1993
0,Chaos,2005
4.2,Biker Boyz,2003
5,Final Destination 2,2003
5.5,The Recruit,2003
5.7,The Guru,2002
4.8,Kedma,2002
7.5,Lost in La Mancha,2002
6.1,May,2002
7.4,The Harder They Fall,1956
8,I'm All Right Jack,1959
6.9,Murder by Decree,1979
3.7,Ordinary Decent Criminal,2000
0,Pursued,2004
6.6,Topâzu,1992
0,La femme infidèle,1969
0,La decima vittima,1965
7.3,The Freshman,1990
0,Den enfaldige mördaren,1982
6.6,Enigma,2001
6.5,Evil Under the Sun,1982
5.2,Firefox,1982
4,Five Days One Summer,1982
0,Forced Vengeance,1982
0,Le gendarme et les gendarmettes,1982
7.1,The Grey Fox,1982
5.2,Hammett,1982
7,Honkytonk Man,1982
0,"I, the Jury",1982
0,If You Could See What I Hear,1982
0,Jekyll and Hyde... Together Again,1982
0,Jönssonligan & DynamitHarry,1982
0,Kiss Me Goodbye,1982
7.8,Laberinto de pasiones,1982
5.8,The Last American Virgin,1982
5.8,The Last Unicorn,1982
6.9,Liquid Sky,1982
0,Long xiao ye,1982
4.6,Making Love,1982
0,Manhattan Baby,1982
1.4,Megaforce,1982
6.3,A Midsummer Night's Sex Comedy,1982
6.1,The Missing,2003
6.4,The Mission,1986
1.9,Monsignor,1982
0,Monty Python Live at the Hollywood Bowl,1982
0,Mother Lode,1982
6.8,La notte di San Lorenzo,1982
0,La nuit de Varennes,1982
5.8,One from the Heart,1982
0,Pandemonium,1982
0,Paradise,1982
0,Partner(s),2005
6.2,Passion,1982
0,Permanent Vacation,2007
6.4,Personal Best,1982
7.1,Pirates of the Caribbean: The Curse of the Black Pearl,2003
0,Privates on Parade,1982
7.6,Przypadek,1981
0,Le père Noël est une ordure,1982
0,Q,1982
5.2,Querelle,1982
8.8,Richard Pryor Live on the Sunset Strip,1982
7.4,Sans soleil,1983
0,Savannah Smiles,1982
0,The Secret Policeman's Other Ball,1982
7.4,Die Sehnsucht der Veronika Voss,1982
7.8,Shoot the Moon,1982
0,Six Weeks,1982
3.5,Soldier,1998
0,Some Kind of Hero,1982
0,Lo squartatore di New York,1982
0,Der Stand der Dinge,1982
0,Starstruck,1982
5.8,Still of the Night,1982
0,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,1984
0,Tag: The Assassination Game,1982
0,The Tempest,1979
6.7,Tenebre,1982
4.8,My Name Is Bruce,2007
0,Time Walker,1982
3.8,Trail of the Pink Panther,1982
0,La traviata,1982
3.1,Venom,2005
0,Die weiße Rose,1982
7.6,White Dog,1982
0,Who Dares Wins,1982
5.1,Wrong Is Right,1982
0,Yol,1982
2.8,Il mondo di Yor,1983
2,Zapped!,1982
5.4,Deliver Us from Eva,2003
5,How to Lose a Guy in 10 Days,2003
6,Shanghai Knights,2003
5.2,Daredevil,2003
4.4,The Jungle Book 2,2003
6.9,All the Real Girls,2003
7.1,Amandla! A Revolution in Four Part Harmony,2002
0,Chihwaseon,2002
7.4,Jerry Maguire,1996
6.8,À la folie... pas du tout,2002
3.9,Dennis the Menace,1993
0,10 to Midnight,1983
0,The Black Stallion Returns,1983
7.7,The Black Stallion,1979
0,A Countess from Hong Kong,1967
6.4,Into the West,1992
3.6,Kinjite: Forbidden Subjects,1989
0,Messenger of Death,1988
6,Mr. Majestyk,1974
0,Murphy's Law,1986
8,A Patch of Blue,1965
5.3,A Prayer for the Dying,1987
0,Q,1982
7.6,The Red Badge of Courage,1951
0,The Thrill of It All,1963
7.1,Pillow Talk,1959
7.8,The Man Who Fell to Earth,1976
5.8,Dark Blue,2002
3.5,Gods and Generals,2003
4.2,The Life of David Gale,2003
5.6,Old School,2003
7.1,Lawless Heart,2001
7.3,The Navigators,2001
7.6,Elsker dig for evigt,2002
4.6,Poolhall Junkies,2002
4.9,Till Human Voices Wake Us,2002
7.2,Stone Reader,2002
4.5,Cradle 2 the Grave,2003
7.5,Spider,2002
6.4,American Heart,1992
0,Edie & Pen,1996
6.6,Insignificance,1985
5.4,Lady Jane,1986
7.3,Hatuna Meuheret,2001
3.9,Life Stinks,1991
4.3,The Meteor Man,1993
5.6,Mr. North,1988
7.2,Dead Poets Society,1989
5.9,The Slaughter Rule,2002
0,Teenagers from Outer Space,1959
0,Trouble Bound,1993
0,WaSanGo,2001
7.3,Enchanted,2007
4.7,Bringing Down the House,2003
5,Tears of the Sun,2003
0,Irréversible,2002
6.4,Laurel Canyon,2002
7.5,Nirgendwo in Afrika,2001
5.9,The Safety of Objects,2001
7.2,Bend It Like Beckham,2002
4.7,The Hunted,2003
6.2,Willard,2003
4.7,Gaudi Afternoon,2001
4.6,Prozac Nation,2001
4.7,Spun,2002
7,Zir-e poost-e shahr,2001
6.2,King of Kings,1961
7.2,Die verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann,1975
7.4,The Talk of the Town,1942
7.5,Two-Lane Blacktop,1971
7.4,Bang the Drum Slowly,1973
0,The Benny Goodman Story,1956
6.6,Born Free,1966
8.1,Born Yesterday,1950
6,Equus,1977
7.5,Europa Europa,1990
6.3,Fear Strikes Out,1957
7.3,The Glenn Miller Story,1954
5.4,Green Card,1990
6,Journey to the Center of the Earth,2008
4.4,One Good Cop,1991
8.8,Pauline à la plage,1983
0,Ringu,1998
3.6,Ringu 2,1999
7.9,Salaam Bombay!,1988
0,Sweet Charity,1969
0,Women in Love,1969
7.4,Japón,2002
2.6,Boat Trip,2002
6.3,Piglet's Big Movie,2003
3.7,View from the Top,2003
8,The Awful Truth,1937
7.5,For the Bible Tells Me So,2007
0,La casa dalle finestre che ridono,1976
5.2,Jag är nyfiken - en film i gult,1967
8.3,Les dames du Bois de Boulogne,1945
5.7,Flicka,2006
7,Black Robe,1991
5.8,Wind,1992
6.6,Ren xiao yao,2002
4.5,Basic,2003
5.3,The Core,2003
4.8,Head of State,2003
4.8,What a Girl Wants,2003
5.6,Assassination Tango,2002
7.9,Raising Victor Vargas,2002
6.3,The Life Aquatic with Steve Zissou,2004
5.8,Dreams,1990
8.6,La nuit américaine,1973
6.8,Eye of God,1997
8.5,In a Lonely Place,1950
3.3,Physical Evidence,1989
0,Square Dance,1987
0,Wake of the Red Witch,1948
7,Winter Kills,1979
6.6,Fellini: Je suis un grand menteur,2002
6.8,The Good Thief,2002
4,A Man Apart,2003
6.6,Phone Booth,2002
0,Cet amour-là,2001
6.3,Cowboy Bebop: Tengoku no tobira,2001
5.2,DysFunktional Family,2003
5.3,Levity,2003
8,Mies vailla menneisyyttä,2002
5.1,Anger Management,2003
7,Better Luck Tomorrow,2002
7.1,Ghosts of the Abyss,2003
3.3,House of 1000 Corpses,2003
7.6,Lilja 4-ever,2002
6.2,Marion Bridge,2002
5.3,XX/XY,2002
4.3,Bulletproof Monk,2003
3.7,Chasing Papi,2003
7.4,A Mighty Wind,2003
7,Holes,2003
4.6,Malibu's Most Wanted,2003
8.2,Le peuple migrateur,2001
6.3,Blinkende lygter,2000
8.4,Straw Dogs,1971
0,Beginning of the End,1957
0,The Andromeda Strain,2008
4,Brainscan,1994
7.5,Fahrenheit 451,1966
6.9,I Am Trying to Break Your Heart,2002
6.9,The Iceman Cometh,1973
5.2,Legal Eagles,1986
4.6,Married to It,1991
0,Memories of Me,1988
4.6,The Other Side of Heaven,2001
0,A Private Function,1984
3.5,Sibling Rivalry,1990
5,Undercover Blues,1993
3.9,Wildcats,1986
4.7,The Wiz,1978
0,Cartouche,1962
3.2,The Marrying Man,1991
0,"Mon père, ce héros.",1991
4.3,Scenes from a Mall,1991
5.5,How Stella Got Her Groove Back,1998
6.3,Confidence,2003
6.4,Identity,2003
4.5,It Runs in the Family,2003
4.2,The Real Cancun,2003
5.5,City of Ghosts,2002
6.7,A Decade Under the Influence,2003
5,Dom durakov,2002
5.4,People I Know,2002
7.3,Spellbound,1945
5.4,The Lizzie McGuire Movie,2003
7.4,X2,2003
6.9,Blue Car,2002
6.4,The Dancer Upstairs,2002
7.6,Gomgashtei dar Aragh,2002
7,Owning Mahowny,2003
4.5,Daddy Day Care,2003
7.5,L'homme du train,2002
5.9,Only the Strong Survive,2002
6.3,The Shape of Things,2003
5.9,Road Trip,2000
6.1,Washington Heights,2002
7,101 Reykjavík,2000
4.8,A Chorus Line,1985
5.9,Absolute Beginners,1986
0,Beat Street,1984
0,Breakin' 2: Electric Boogaloo,1984
4,Breakin',1984
7.2,Tenkû no shiro Rapyuta,1986
5.4,Hysterical Blindness,2002
0,Lambada,1990
0,Roadie,1980
5.6,The Carpetbaggers,1964
0,Les Girls,1957
6.9,Gunfight at the O.K. Corral,1957
6.7,High Society,1956
7,Kiss Me Kate,1953
6.8,The Matrix Reloaded,2003
7.4,Dracula: Pages from a Virgin's Diary,2002
8.3,Down with Love,2003
6.8,Cinemania,2002
4.4,Friends and Family,2001
6.5,L'auberge espagnole,2002
3.6,Pokémon Heroes,2003
4.5,Evan Almighty,2007
4.9,The In-Laws,2003
7.1,Gigantic (A Tale of Two Johns),2002
6.6,Respiro,2002
8.5,Finding Nemo,2003
6.4,The Italian Job,2003
4.3,Wrong Turn,2003
8.4,Capturing the Friedmans,2003
6.7,He ni zai yi qi,2002
4.8,2 Fast 2 Furious,2003
4.8,Love the Hard Way,2001
7.7,Whale Rider,2002
6.5,Nevada Smith,1966
6.5,Zong heng si hai,1991
0,Regeneration,1997
0,Silk Stockings,1957
0,Snowball Express,1972
6.9,A Man Called Horse,1970
0,Big Jake,1971
0,Movie Crazy,1932
5.7,Dementia 13,1963
6.6,Drôle de drame ou L'étrange aventure du Docteur Molyneux,1937
5.8,Le Mans,1971
0,Un coupable idéal,2001
6.1,Rio Lobo,1970
6,Siam Sunset,1999
7.7,The Swimmer,1968
7.8,Lo sceicco bianco,1952
0,Treasure Island,1990
5.2,Due occhi diabolici,1990
6.4,Walk Don't Run,1966
0,Animals Are Beautiful People,1974
8.4,Bend of the River,1952
6.7,Car Wash,1976
6.1,Come September,1961
7.7,Destry Rides Again,1939
5.6,The Electric Horseman,1979
0,Gay Purr-ee,1962
6.9,Intervista,1987
0,King Rat,1965
2.4,Live Wire,1992
5.8,Mr. & Mrs. Bridge,1990
5.1,The Rare Breed,1966
0,Shenandoah,1965
5.2,Straight Talk,1992
3.4,Oscar,1991
3.8,The Sixth Man,1997
7.8,The Far Country,1954
0,The Railway Children,2000
6.3,Two Mules for Sister Sara,1970
8.2,Winchester '73,1950
6.1,Ziggy Stardust and the Spiders from Mars,1973
0,Battle Cry,1955
0,The Courtship of Eddie's Father,1963
8.9,Chelovek s kino-apparatom,1929
0,"Objective, Burma!",1945
0,Operation Pacific,1951
6.3,This Boy's Life,1993
6.2,13 Rue Madeleine,1947
0,633 Squadron,1964
6.5,Star Wars: Episode II - Attack of the Clones,2002
7.6,Barton Fink,1991
5.5,Battle of Britain,1969
7.5,Belle epoque,1992
6.8,The Big Trail,1930
5,Cloak & Dagger,1984
0,The Comancheros,1961
0,Duel at Diablo,1966
4.8,Flight of the Phoenix,2004
4.8,From the Terrace,1960
7,"Heaven Knows, Mr. Allison",1957
6,The Hot Rock,1972
7.2,"The Long, Hot Summer",1958
7.6,Man of Aran,1934
6.4,Music Box,1989
4.7,North to Alaska,1960
7.9,Que la bête meure,1969
0,Sink the Bismarck!,1960
0,The Blue Max,1966
7,The Desert Fox: The Story of Rommel,1951
7.4,Le procès,1962
8.5,Unforgiven,1992
0,The Undefeated,1969
6.9,Divine Trash,1998
4.3,Good Burger,1997
0,Jubilee,1978
6.7,Mississippi Masala,1991
8.3,Quai des Orfèvres,1947
4.8,A Stranger Among Us,1992
0,Cahill U.S. Marshal,1973
5.2,Chisum,1970
7.1,Defence of the Realm,1985
0,Eat a Bowl of Tea,1989
5.5,Half Moon Street,1986
6.1,La tregua,1997
4.5,Opportunity Knocks,1990
7.7,Shattered Glass,2003
6.9,The Song of Bernadette,1943
5.8,The Life and Times of Judge Roy Bean,1972
7.6,Thoroughly Modern Millie,1967
4.6,Where the Heart Is,2000
2.8,Dumb and Dumberer: When Harry Met Lloyd,2003
2.8,From Justin to Kelly,2003
4.7,Hollywood Homicide,2003
5,Rugrats Go Wild,2003
5.5,The Hard Word,2002
5.5,The Heart of Me,2002
5.8,Décalage horaire,2002
0,"Mi Casa, Su Casa",2003
7.3,Manito,2002
0,Best of the Best 3: No Turning Back,1995
5.5,Oligarkh,2002
3.7,Alex & Emma,2003
4.6,On_Line,2002
0,Experiment in Terror,1962
0,Éxtasis,1996
6.4,Paris brûle-t-il?,1966
0,Murphy's War,1971
0,Orphans of the Storm,1921
0,The Satanic Rites of Dracula,1973
7.3,28 Days Later...,2002
5,Charlie's Angels: Full Throttle,2003
5.4,Ed and His Dead Mother,1993
6.2,Chuen jik sat sau,2001
4.4,Just a Little Harmless Sex,1998
6.7,The Bank Job,2008
9.2,Angst essen Seele auf,1974
5,"Bodies, Rest & Motion",1993
0,The Blood of Jesus,1941
4.7,The Long Ships,1964
0,Made for Each Other,1939
9,You Only Live Once,1937
7.1,Anastasia,1997
8.2,Babe,1995
4.3,Flight of the Intruder,1991
4.9,Fun with Dick and Jane,2005
4.9,The Main Event,1979
6.2,Man's Favorite Sport?,1964
4.2,Mr. Baseball,1992
6.8,Pote tin Kyriaki,1960
2.8,Mixed Nuts,1994
5.8,Hachi-gatsu no kyôshikyoku,1991
0,Scaramouche,1952
6.6,Start the Revolution Without Me,1970
6.7,Strange Bedfellows,2004
7.8,Le locataire,1976
5.6,The Hour of the Pig,1993
0,Up the Sandbox,1972
7.1,"What's Up, Doc?",1972
6.1,The Incredible Hulk,2008
4.8,"Legally Blonde 2: Red, White & Blonde",2003
5.6,Sinbad: Legend of the Seven Seas,2003
6.6,Terminator 3: Rise of the Machines,2003
7.1,Swimming Pool,2003
7.1,Pirates of the Caribbean: The Curse of the Black Pearl,2003
6.2,Madame Satã,2002
4,The League of Extraordinary Gentlemen,2003
7,Kukushka,2002
5.8,The Holy Land,2001
6.5,Une femme de ménage,2002
6.7,I Capture the Castle,2003
5.6,Km. 0,2000
5.9,Northfork,2003
4.1,Bad Boys II,2003
4.5,How to Deal,2003
4.8,Johnny English,2003
4.2,The Anarchist Cookbook,2002
7.8,Dirty Pretty Things,2002
6.8,L'imbalsamatore,2002
5.1,Garage Days,2002
6.8,Cavale,2002
6.1,Umi wa miteita,2002
3.8,Wild Hogs,2007
3.8,Curly Sue,1991
3.9,Little Giants,1994
3,Loose Cannons,1990
7.1,The Mouse That Roared,1959
0,Spencer's Mountain,1963
4,Masked and Anonymous,2003
4.5,Lara Croft Tomb Raider: The Cradle of Life,2003
0,Seabiscuit,2003
0,Spy Kids 3-D: Game Over,2003
6.6,Buffalo Soldiers,2001
6,Camp,2003
4.5,Hotel,2001
5.4,La hija del caníbal,2003
7,Los lunes al sol,2002
4.6,Scorched,2003
6.9,Avanti!,1972
2.8,Eve of Destruction,1991
6.6,Stoked: The Rise and Fall of Gator,2002
0,Juggernaut,1974
0,Kickboxer 2: The Road Back,1991
6.4,"Kiss Me, Stupid",1964
7.7,"One, Two, Three",1961
0,Amores Possíveis,2001
7.6,The Private Life of Sherlock Holmes,1970
4.6,Remo Williams: The Adventure Begins,1985
0,The Blood of Heroes,1989
7,"What's Up, Tiger Lily?",1966
6.7,White Lightning,1973
5.8,American Wedding,2003
0,Gigli,2003
5.4,And Now... Ladies and Gentlemen...,2002
0,Boys Life 4: Four Play,2003
5.2,I'll Be There,2003
7.6,The Magdalene Sisters,2002
